# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Apr 24 03:51:20 2026
#
# User preference: *
#
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
#
kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_impact,koi_impact_err1,koi_impact_err2,koi_prad,koi_prad_err1,koi_prad_err2
K06049.01,,FALSE POSITIVE,FALSE POSITIVE,0.7450,0.0030,-0.0020,49.01,9.440e+00,-1.754e+01
K07868.01,,FALSE POSITIVE,FALSE POSITIVE,0.7140,0.2290,-0.5200,14.87,2.430e+00,-4.530e+00
K06050.01,,FALSE POSITIVE,FALSE POSITIVE,1.2530,0.0630,-0.0570,38.19,1.077e+01,-3.860e+00
K06144.01,,FALSE POSITIVE,FALSE POSITIVE,0.1500,0.0090,-0.0090,182.09,8.482e+01,-5.651e+01
K06145.01,Kepler-1641 b,CONFIRMED,CANDIDATE,0.7210,0.0100,-0.5380,4.07,1.100e+00,-1.110e+00
K06145.02,Kepler-1641 c,CONFIRMED,CANDIDATE,0.0070,0.4310,-0.0070,3.73,1.010e+00,-1.010e+00
K06145.03,,CANDIDATE,CANDIDATE,0.8930,0.0260,-0.6100,2.73,7.400e-01,-7.400e-01
K06146.01,,FALSE POSITIVE,FALSE POSITIVE,0.2720,0.0020,-0.0020,52.18,1.652e+01,-1.102e+01
K07877.01,,FALSE POSITIVE,FALSE POSITIVE,0.6160,0.3490,-0.4040,1.10,3.300e-01,-1.400e-01
K06147.01,,FALSE POSITIVE,FALSE POSITIVE,0.3660,0.0010,-0.0010,129.20,2.601e+01,-5.637e+01
K06148.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K06149.01,,FALSE POSITIVE,FALSE POSITIVE,0.4920,0.4770,-0.2940,1.06,5.000e-02,-1.100e-01
K06240.01,,FALSE POSITIVE,FALSE POSITIVE,0.8060,,,1.84,4.900e-01,-2.800e-01
K06241.01,,FALSE POSITIVE,FALSE POSITIVE,1.1370,0.0730,-0.1090,89.96,2.971e+01,-1.191e+01
K06242.01,,CANDIDATE,CANDIDATE,,,,,,
K00353.03,,CANDIDATE,CANDIDATE,0.7390,0.2350,-0.5320,1.97,3.400e-01,-4.100e-01
K07862.01,,FALSE POSITIVE,FALSE POSITIVE,1.1930,0.1380,-0.1330,25.56,7.330e+00,-2.620e+00
K02081.02,,FALSE POSITIVE,FALSE POSITIVE,0.0431,0.4354,-0.0430,4.91,2.180e+00,-2.480e+00
K06242.02,,CANDIDATE,CANDIDATE,,,,,,
K06242.03,,CANDIDATE,CANDIDATE,0.2074,0.2603,-0.2074,1.30,7.700e-01,-2.100e-01
K06243.01,,FALSE POSITIVE,FALSE POSITIVE,0.0040,0.1170,-0.0040,32.36,8.000e+00,-1.482e+01
K06051.01,,FALSE POSITIVE,FALSE POSITIVE,0.4630,0.0150,-0.0140,221.55,5.933e+01,-6.591e+01
K06052.01,,FALSE POSITIVE,FALSE POSITIVE,1.3130,6.9090,-0.3210,180.80,2.179e+01,-8.722e+01
K06053.01,,FALSE POSITIVE,FALSE POSITIVE,1.2470,0.1660,-0.1560,32.56,6.550e+00,-2.810e+00
K06054.01,,FALSE POSITIVE,FALSE POSITIVE,1.2710,4.2060,-0.0400,31.58,9.400e+00,-2.940e+00
K06055.01,,FALSE POSITIVE,FALSE POSITIVE,0.3680,0.0470,-0.0330,16.73,4.260e+00,-1.970e+00
K06056.01,,FALSE POSITIVE,FALSE POSITIVE,1.2050,6.8120,-0.1020,21.30,6.540e+00,-1.730e+00
K06057.01,,FALSE POSITIVE,FALSE POSITIVE,0.0190,0.1600,-0.0190,35.71,1.127e+01,-7.520e+00
K00896.03,,CANDIDATE,CANDIDATE,0.0410,0.4150,-0.0410,1.51,1.400e-01,-5.000e-02
K06150.01,,CANDIDATE,CANDIDATE,,,,,,
K01334.02,,FALSE POSITIVE,FALSE POSITIVE,0.2130,0.2320,-0.2130,1.93,4.500e-01,-1.400e-01
K06151.01,,CANDIDATE,CANDIDATE,0.1960,0.2674,-0.1958,1.36,4.700e-01,-9.000e-02
K06152.01,,FALSE POSITIVE,FALSE POSITIVE,0.0130,0.4210,-0.0130,230.33,7.600e+00,-4.307e+01
K06153.01,,FALSE POSITIVE,FALSE POSITIVE,0.3360,0.0170,-0.0120,128.17,3.457e+01,-3.457e+01
K06154.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K06155.01,,FALSE POSITIVE,FALSE POSITIVE,0.6390,0.0090,-0.0070,61.16,1.739e+01,-1.070e+01
K06156.01,,FALSE POSITIVE,FALSE POSITIVE,0.6080,0.0250,-0.0320,19.36,1.340e+00,-1.220e+00
K06244.01,,FALSE POSITIVE,FALSE POSITIVE,1.0080,0.6300,-0.0760,29.32,8.520e+00,-4.250e+00
K06245.01,,CANDIDATE,CANDIDATE,0.0879,0.3602,-0.0879,1.67,7.200e-01,-3.000e-01
K06245.02,,CANDIDATE,CANDIDATE,0.5434,0.4220,-0.3447,1.77,7.600e-01,-3.200e-01
K06246.01,,CANDIDATE,CANDIDATE,0.2750,0.1760,-0.2750,1.48,4.900e-01,-1.600e-01
K06247.01,,FALSE POSITIVE,FALSE POSITIVE,0.9500,0.0850,-0.0010,28.11,9.820e+00,-3.260e+00
K06248.01,,FALSE POSITIVE,FALSE POSITIVE,0.5480,0.0070,-0.0070,66.06,1.932e+01,-8.250e+00
K06249.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K02086.04,,CANDIDATE,CANDIDATE,0.1200,0.3300,-0.1200,1.83,1.010e+00,-4.700e-01
K06058.01,,FALSE POSITIVE,FALSE POSITIVE,0.0650,0.0770,-0.0020,32.33,9.200e+00,-6.120e+00
K06059.01,,FALSE POSITIVE,FALSE POSITIVE,0.7830,0.0340,-0.0030,9.96,7.100e-01,-9.800e-01
K06060.01,,FALSE POSITIVE,FALSE POSITIVE,1.1280,0.1570,-0.0840,26.11,5.290e+00,-3.510e+00
K06061.01,,FALSE POSITIVE,FALSE POSITIVE,1.0220,0.1200,-0.0350,22.09,5.580e+00,-9.040e+00
K06062.01,,FALSE POSITIVE,FALSE POSITIVE,0.0020,0.1450,-0.0020,23.34,7.460e+00,-2.990e+00
K06063.01,,FALSE POSITIVE,FALSE POSITIVE,0.8220,0.0030,-0.0010,37.51,1.163e+01,-8.730e+00
K06064.01,,FALSE POSITIVE,FALSE POSITIVE,0.7980,0.0290,-0.0220,33.81,8.810e+00,-2.940e+00
K06065.01,,FALSE POSITIVE,FALSE POSITIVE,0.9280,5.1840,-0.0560,25.56,8.000e+00,-2.670e+00
K06157.01,,FALSE POSITIVE,FALSE POSITIVE,0.1865,0.4593,-0.1178,1.97,1.110e+00,-4.000e-01
K06158.01,,FALSE POSITIVE,FALSE POSITIVE,0.0158,0.4376,-0.0156,3.73,2.560e+00,-4.200e-01
K06158.02,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K06159.01,,FALSE POSITIVE,FALSE POSITIVE,0.8950,7.1450,-0.0750,44.08,1.297e+01,-8.640e+00
K00337.02,,CANDIDATE,CANDIDATE,0.0898,0.3465,-0.0897,1.56,6.400e-01,-1.300e-01
K01519.02,,CANDIDATE,CANDIDATE,0.3200,0.1410,-0.3200,1.81,1.300e-01,-1.700e-01
K06160.01,,FALSE POSITIVE,FALSE POSITIVE,0.3788,0.0973,-0.3786,1.13,4.000e-01,-1.700e-01
K06161.01,,FALSE POSITIVE,FALSE POSITIVE,1.2960,0.1680,-0.1880,51.47,1.114e+01,-1.226e+01
K06250.01,,FALSE POSITIVE,FALSE POSITIVE,0.9900,2.1220,-0.0350,32.99,8.440e+00,-1.265e+01
K06251.01,,FALSE POSITIVE,FALSE POSITIVE,1.1690,6.6300,-0.2350,145.18,1.742e+01,-6.967e+01
K02163.03,,CANDIDATE,CANDIDATE,0.7780,0.0370,-0.5410,1.59,5.200e-01,-2.100e-01
K02183.03,,CANDIDATE,CANDIDATE,0.8920,0.0780,-0.6420,2.26,3.100e-01,-1.600e-01
K02184.02,,CANDIDATE,CANDIDATE,0.5760,0.0090,-0.4880,2.17,7.000e-02,-1.200e-01
K07869.01,,FALSE POSITIVE,FALSE POSITIVE,0.4390,0.0100,-0.4380,1.03,3.300e-01,-1.700e-01
K02194.03,,CANDIDATE,CANDIDATE,0.0000,0.4440,0.0000,1.37,1.800e-01,-1.800e-01
K02203.02,,FALSE POSITIVE,FALSE POSITIVE,0.2431,0.3551,-0.2428,2.29,1.010e+00,-2.200e-01
K02209.02,,CANDIDATE,CANDIDATE,0.7830,0.0190,-0.5570,2.18,5.200e-01,-3.500e-01
K06066.01,,FALSE POSITIVE,FALSE POSITIVE,0.9900,0.1020,-0.0330,25.33,4.260e+00,-2.300e+00
K06067.01,,FALSE POSITIVE,FALSE POSITIVE,0.4260,0.0370,-0.0830,23.96,1.820e+00,-1.990e+00
K00945.03,,CANDIDATE,CANDIDATE,0.6670,0.0490,-0.4840,2.07,6.400e-01,-2.200e-01
K06068.01,,CANDIDATE,CANDIDATE,1.2700,0.2470,-0.1160,100.03,3.446e+01,-3.793e+01
K06069.01,,FALSE POSITIVE,FALSE POSITIVE,1.0920,0.2020,-0.0860,42.29,9.230e+00,-3.990e+00
K06070.01,,FALSE POSITIVE,FALSE POSITIVE,0.8640,0.3120,-0.0530,10.85,2.970e+00,-1.360e+00
K06071.01,,FALSE POSITIVE,FALSE POSITIVE,0.2580,0.0500,-0.0060,29.98,9.640e+00,-3.210e+00
K06072.01,,FALSE POSITIVE,FALSE POSITIVE,1.1620,0.4420,-0.1590,38.37,9.360e+00,-3.110e+00
K06162.01,,FALSE POSITIVE,FALSE POSITIVE,0.7000,0.1160,-0.0170,59.20,1.825e+01,-9.840e+00
K06163.01,,FALSE POSITIVE,FALSE POSITIVE,0.1560,0.1840,-0.1560,3.47,1.040e+00,-1.040e+00
K06164.01,,CANDIDATE,CANDIDATE,0.1880,0.2690,-0.1880,1.84,3.000e-01,-3.700e-01
K06164.02,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K06165.01,,FALSE POSITIVE,FALSE POSITIVE,1.2430,5.0640,-0.1040,1192.79,4.558e+01,-2.583e+02
K06166.01,Kepler-1642 b,CONFIRMED,CANDIDATE,0.1040,0.3650,-0.1040,5.41,2.220e+00,-2.450e+00
K06166.02,Kepler-1642 c,CONFIRMED,CANDIDATE,0.0640,0.3890,-0.0640,4.81,1.980e+00,-2.180e+00
K06167.01,,FALSE POSITIVE,FALSE POSITIVE,0.0020,0.0890,-0.0020,21.37,4.070e+00,-2.190e+00
K02210.02,Kepler-1143 c,CONFIRMED,CANDIDATE,0.6420,0.0160,-0.4930,3.23,1.700e-01,-1.300e-01
K02281.02,,CANDIDATE,CANDIDATE,0.2429,0.3335,-0.2428,1.54,3.400e-01,-1.100e-01
K00365.02,,CANDIDATE,CANDIDATE,0.2505,0.2007,-0.2504,0.62,1.000e-01,-3.000e-02
K02327.02,,CANDIDATE,CANDIDATE,0.1484,0.3026,-0.1484,1.39,5.200e-01,-1.000e-01
K02393.02,Kepler-1834 c,CONFIRMED,CANDIDATE,0.3880,0.0530,-0.3880,1.22,5.000e-02,-8.000e-02
K02404.02,,FALSE POSITIVE,FALSE POSITIVE,0.5830,0.3840,-0.3780,1.11,3.300e-01,-1.300e-01
K02432.02,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K02450.02,,CANDIDATE,CANDIDATE,0.2960,0.1620,-0.2960,1.12,1.500e-01,-1.100e-01
K06073.01,,FALSE POSITIVE,FALSE POSITIVE,0.4480,0.0040,-0.0060,28.96,2.510e+00,-2.270e+00
K06074.01,,FALSE POSITIVE,FALSE POSITIVE,0.0270,0.1770,-0.0270,4.13,9.600e-01,-3.800e-01
K06075.01,,FALSE POSITIVE,FALSE POSITIVE,0.5170,0.0070,-0.0050,45.87,1.039e+01,-1.142e+01
K06076.01,,FALSE POSITIVE,FALSE POSITIVE,1.2640,6.5980,-0.1850,35.54,7.730e+00,-3.310e+00
K06077.01,,FALSE POSITIVE,FALSE POSITIVE,1.2970,6.8540,-0.8020,23.51,1.660e+00,-1.500e+00
K00266.02,,CANDIDATE,CANDIDATE,0.9770,0.0140,-0.6920,1.74,2.800e-01,-2.800e-01
K00992.02,,CANDIDATE,CANDIDATE,0.2320,0.2300,-0.2320,1.44,2.300e-01,-2.100e-01
K06078.01,,FALSE POSITIVE,FALSE POSITIVE,1.2680,1.8090,-0.2060,42.27,1.308e+01,-4.070e+00
K01522.02,,CANDIDATE,CANDIDATE,0.0090,0.4320,-0.0090,1.02,2.800e-01,-1.600e-01
K06168.01,,CANDIDATE,CANDIDATE,0.4901,0.4832,-0.2885,1.59,1.090e+00,-2.300e-01
K07870.01,,CANDIDATE,CANDIDATE,0.5130,0.0030,-0.4840,2.10,6.000e-01,-4.000e-01
K06168.02,,CANDIDATE,CANDIDATE,0.2602,0.1842,-0.2601,1.09,7.400e-01,-1.600e-01
K06168.03,,FALSE POSITIVE,FALSE POSITIVE,0.2598,0.1773,-0.2598,1.94,1.330e+00,-2.800e-01
K06169.01,,FALSE POSITIVE,FALSE POSITIVE,0.6760,0.0350,-0.5120,1.07,3.200e-01,-1.800e-01
K06170.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K06171.01,,FALSE POSITIVE,FALSE POSITIVE,0.6200,0.0120,-0.0140,64.15,2.015e+01,-6.710e+00
K06172.01,,CANDIDATE,CANDIDATE,0.2316,0.3380,-0.2316,1.18,4.400e-01,-9.000e-02
K02610.02,,CANDIDATE,CANDIDATE,0.9500,0.0020,-0.6590,4.02,9.600e-01,-1.920e+00
K02714.03,Kepler-401 d,CONFIRMED,CANDIDATE,0.8850,0.0230,-0.6320,2.57,4.400e-01,-4.300e-01
K02719.02,,CANDIDATE,CANDIDATE,0.2090,0.2430,-0.2090,1.50,1.000e-01,-1.600e-01
K02828.02,,CANDIDATE,CANDIDATE,0.4890,0.0100,-0.4500,3.46,2.800e-01,-3.500e-01
K02869.02,,CANDIDATE,CANDIDATE,0.4073,0.0684,-0.4073,2.16,1.340e+00,-3.200e-01
K00423.02,,CANDIDATE,CANDIDATE,72.8480,28.1200,-10.4500,11943.80,2.456e+03,-2.393e+03
K02871.03,,CANDIDATE,CANDIDATE,0.6214,0.0392,-0.4841,0.75,3.300e-01,-5.000e-02
K02926.03,Kepler-1388 d,CONFIRMED,CANDIDATE,0.1120,0.3340,-0.1120,2.38,1.500e-01,-1.100e-01
K06079.01,,FALSE POSITIVE,FALSE POSITIVE,1.0770,0.1860,-0.0900,45.92,1.467e+01,-7.340e+00
K06080.01,,FALSE POSITIVE,FALSE POSITIVE,0.4310,0.0250,-0.0180,26.15,6.860e+00,-3.180e+00
K06081.01,,FALSE POSITIVE,FALSE POSITIVE,0.0030,,,39.04,1.348e+01,-1.347e+01
K06082.01,,FALSE POSITIVE,FALSE POSITIVE,1.2460,0.9630,-0.1150,426.98,8.762e+01,-1.627e+02
K07871.01,,FALSE POSITIVE,FALSE POSITIVE,1.2230,0.4130,-0.1440,18.39,1.640e+00,-1.640e+00
K06083.01,,FALSE POSITIVE,FALSE POSITIVE,0.7390,0.2560,-0.0090,52.00,1.402e+01,-1.148e+01
K06084.01,,FALSE POSITIVE,FALSE POSITIVE,2.1950,0.7990,-0.8480,164.61,5.400e+01,-1.801e+01
K06085.01,,CANDIDATE,CANDIDATE,0.1680,0.0790,-0.0130,25.80,8.450e+00,-3.630e+00
K06086.01,,FALSE POSITIVE,FALSE POSITIVE,0.2720,0.0190,-0.0170,17.09,4.630e+00,-1.230e+00
K06173.01,,CANDIDATE,CANDIDATE,0.1289,0.3159,-0.1289,1.54,9.200e-01,-2.600e-01
K06174.01,,FALSE POSITIVE,FALSE POSITIVE,1.0094,0.0618,-0.1098,7.27,1.320e+00,-6.900e-01
K06175.01,,FALSE POSITIVE,FALSE POSITIVE,0.9840,0.0030,-0.6970,21.68,6.350e+00,-5.770e+00
K01541.02,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K06176.01,,CANDIDATE,CANDIDATE,0.1129,0.3352,-0.1128,1.48,3.900e-01,-1.300e-01
K06176.02,,CANDIDATE,CANDIDATE,,,,,,
K06177.01,,FALSE POSITIVE,FALSE POSITIVE,0.2670,0.1900,-0.2670,1.04,3.300e-01,-2.200e-01
K06178.01,,CANDIDATE,CANDIDATE,0.6700,0.2840,-0.4570,1.64,4.600e-01,-2.000e-01
K02926.04,Kepler-1388 e,CONFIRMED,CANDIDATE,0.3380,0.1350,-0.3380,2.25,1.400e-01,-1.000e-01
K02971.02,,CANDIDATE,CANDIDATE,0.7730,0.0580,-0.5330,1.65,2.900e-01,-2.100e-01
K03028.02,,CANDIDATE,CANDIDATE,0.1573,0.3167,-0.1569,2.11,8.300e-01,-1.600e-01
K03088.02,,CANDIDATE,CANDIDATE,0.0011,0.4505,-0.0010,1.92,8.200e-01,-1.700e-01
K03090.02,,FALSE POSITIVE,FALSE POSITIVE,1.1150,70.9200,-5.3330,8.02,4.500e-01,-5.800e-01
K03214.02,,CANDIDATE,CANDIDATE,0.9350,0.0430,-0.6510,1.35,2.700e-01,-4.300e-01
K03371.02,Kepler-1482 b,CONFIRMED,CANDIDATE,0.4410,0.5290,-0.2440,1.00,1.300e-01,-3.000e-02
K03401.02,,CANDIDATE,CANDIDATE,0.6133,0.0169,-0.4804,2.20,7.500e-01,-3.500e-01
K00129.02,,CANDIDATE,CANDIDATE,,,,,,
K00238.03,,CANDIDATE,CANDIDATE,0.0550,0.4090,-0.0550,1.96,3.300e-01,-2.900e-01
K00593.04,,CANDIDATE,CANDIDATE,0.8140,0.1410,-0.5750,2.68,8.300e-01,-2.800e-01
K06087.01,,FALSE POSITIVE,FALSE POSITIVE,1.2770,6.8140,-0.4100,69.44,1.476e+01,-2.213e+01
K00993.03,,CANDIDATE,CANDIDATE,0.6620,0.3100,-0.4660,1.43,3.900e-01,-1.200e-01
K06088.01,,FALSE POSITIVE,FALSE POSITIVE,0.8610,0.0720,-0.0250,9.55,1.000e+00,-5.800e-01
K06089.01,,FALSE POSITIVE,FALSE POSITIVE,0.4260,0.0070,-0.0070,71.61,2.240e+01,-7.470e+00
K06090.01,,FALSE POSITIVE,FALSE POSITIVE,1.2820,0.6510,-0.2180,36.96,1.168e+01,-3.890e+00
K07878.01,,CANDIDATE,CANDIDATE,0.0180,0.4130,-0.0180,15.41,5.920e+00,-1.099e+01
K06091.01,,FALSE POSITIVE,FALSE POSITIVE,0.4030,0.0210,-0.0110,50.78,1.302e+01,-1.736e+01
K06092.01,,FALSE POSITIVE,FALSE POSITIVE,0.1240,0.0740,-0.0490,40.94,1.159e+01,-6.250e+00
K06093.01,,CANDIDATE,CANDIDATE,0.0320,0.4140,-0.0320,3.86,3.500e-01,-1.420e+00
K03163.01,,FALSE POSITIVE,FALSE POSITIVE,0.3733,0.1400,-0.3732,0.54,3.100e-01,-1.000e-01
K03169.01,,FALSE POSITIVE,FALSE POSITIVE,0.8856,0.0870,-0.6346,1.28,8.100e-01,-2.000e-01
K03172.01,,FALSE POSITIVE,FALSE POSITIVE,1.2130,28.0000,-1.1800,39.06,6.740e+00,-8.240e+00
K03173.01,,FALSE POSITIVE,FALSE POSITIVE,0.9936,0.2663,-0.0845,1.59,6.500e-01,-1.500e-01
K03180.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K03181.01,,FALSE POSITIVE,FALSE POSITIVE,0.4719,0.0639,-0.4709,1.32,7.000e-02,-8.000e-02
K03184.02,Kepler-1972 c,CONFIRMED,FALSE POSITIVE,0.1749,0.2837,-0.1749,0.91,3.000e-01,-4.200e-01
K03186.01,,FALSE POSITIVE,FALSE POSITIVE,0.8280,0.0131,-0.0157,61.52,2.758e+01,-6.070e+00
K03187.01,,FALSE POSITIVE,FALSE POSITIVE,0.5110,0.4420,-0.5110,1.00,3.400e-01,-3.400e-01
K03191.01,,FALSE POSITIVE,FALSE POSITIVE,0.1164,0.3290,-0.1163,3.17,1.330e+00,-1.010e+00
K03192.01,,FALSE POSITIVE,FALSE POSITIVE,0.5000,0.0767,-0.4090,2.36,9.800e-01,-6.600e-01
K03195.01,,FALSE POSITIVE,FALSE POSITIVE,0.9778,0.0224,-0.6789,3.02,1.100e-01,-1.100e-01
K03198.01,,FALSE POSITIVE,FALSE POSITIVE,1.3630,0.3110,-0.3229,115.40,3.293e+01,-3.404e+01
K03199.01,,FALSE POSITIVE,FALSE POSITIVE,0.5530,0.0040,-0.4780,0.78,0.000e+00,0.000e+00
K03201.01,,FALSE POSITIVE,FALSE POSITIVE,0.2687,0.2103,-0.2687,0.83,3.300e-01,-2.700e-01
K03207.01,,CANDIDATE,CANDIDATE,0.7370,0.2170,-0.6870,2.27,3.800e-01,-7.100e-01
K03210.01,,FALSE POSITIVE,FALSE POSITIVE,1.1262,0.4818,-0.1481,30.29,1.781e+01,-6.160e+00
K03215.01,,FALSE POSITIVE,FALSE POSITIVE,0.0960,0.3680,-0.0960,0.48,1.000e-01,-7.000e-02
K03222.01,,FALSE POSITIVE,FALSE POSITIVE,0.9849,0.0000,-0.6835,1.34,9.100e-01,-2.500e-01
K03228.01,,FALSE POSITIVE,FALSE POSITIVE,0.5470,0.4150,-0.3530,1.14,4.200e-01,-2.800e-01
K03233.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K03235.01,,FALSE POSITIVE,FALSE POSITIVE,0.4916,0.0689,-0.4211,0.98,4.200e-01,-1.200e-01
K03251.01,,FALSE POSITIVE,FALSE POSITIVE,0.0177,0.4196,-0.0174,0.92,4.900e-01,-1.600e-01
K03283.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K03378.01,,FALSE POSITIVE,FALSE POSITIVE,1.2380,69.8800,-2.2390,23.04,2.980e+00,-9.500e-01
K03381.01,,FALSE POSITIVE,FALSE POSITIVE,0.2713,0.1900,-0.2712,2.21,8.700e-01,-2.100e-01
K03405.01,,FALSE POSITIVE,FALSE POSITIVE,1.2840,70.3100,-3.7640,24.76,2.600e+00,-2.120e+00
K03406.01,,FALSE POSITIVE,FALSE POSITIVE,0.2227,0.2440,-0.2226,1.99,7.500e-01,-2.600e-01
K03420.01,,CANDIDATE,CANDIDATE,0.3480,0.1140,-0.3480,1.87,3.100e-01,-3.700e-01
K03442.01,,FALSE POSITIVE,FALSE POSITIVE,0.9930,0.3420,-0.2310,54.58,0.000e+00,0.000e+00
K03488.01,,FALSE POSITIVE,FALSE POSITIVE,0.7182,0.2484,-0.4791,2.14,7.600e-01,-1.700e-01
K03507.01,,FALSE POSITIVE,FALSE POSITIVE,0.2434,0.2208,-0.2433,2.08,7.000e-01,-1.400e-01
K00351.07,Kepler-90 f,CONFIRMED,CANDIDATE,0.9430,0.0280,-0.6450,3.37,5.500e-01,-4.500e-01
K03764.01,,FALSE POSITIVE,FALSE POSITIVE,0.5480,0.0270,-0.0230,235.58,1.307e+02,-7.040e+01
K03774.01,,FALSE POSITIVE,FALSE POSITIVE,1.2672,0.3721,-0.0945,22.78,4.340e+00,-1.660e+00
K03829.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.0320,0.0000,61.58,0.000e+00,0.000e+00
K03833.01,,FALSE POSITIVE,FALSE POSITIVE,0.4720,0.0370,-0.0830,5.01,5.300e-01,-7.900e-01
K01231.02,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0.4550,-0.0010,1.67,1.300e-01,-1.700e-01
K01920.02,,CANDIDATE,CANDIDATE,0.2070,0.2630,-0.2070,0.74,1.600e-01,-5.000e-02
K01992.03,Kepler-347 d,CONFIRMED,CANDIDATE,0.9440,0.0260,-0.6790,3.04,4.500e-01,-7.100e-01
K03155.01,,FALSE POSITIVE,FALSE POSITIVE,0.2270,0.0250,-0.0430,59.07,2.744e+01,-1.179e+01
K03156.01,,FALSE POSITIVE,FALSE POSITIVE,1.1290,20.8000,-0.1790,27.81,6.870e+00,-1.117e+01
K03156.04,,FALSE POSITIVE,FALSE POSITIVE,0.0010,64.0000,-0.8620,35.89,8.870e+00,-1.442e+01
K06618.01,,CANDIDATE,CANDIDATE,0.4146,0.0848,-0.4145,0.94,3.000e-01,-9.000e-02
K06619.01,,FALSE POSITIVE,FALSE POSITIVE,0.6920,0.0040,-0.0020,24.30,6.620e+00,-2.360e+00
K06620.01,,FALSE POSITIVE,FALSE POSITIVE,1.1810,0.0370,-0.1610,126.77,3.255e+01,-6.511e+01
K06621.01,,FALSE POSITIVE,FALSE POSITIVE,0.6360,0.0190,-0.0170,36.01,2.580e+00,-2.580e+00
K06622.01,,FALSE POSITIVE,FALSE POSITIVE,0.2180,0.0270,-0.0080,61.35,1.305e+01,-2.423e+01
K06623.01,,FALSE POSITIVE,FALSE POSITIVE,0.9450,0.0300,-0.0280,44.48,1.136e+01,-3.790e+00
K06624.01,,FALSE POSITIVE,FALSE POSITIVE,0.3600,0.1000,-0.3600,1.16,2.700e-01,-1.800e-01
K06625.01,,FALSE POSITIVE,FALSE POSITIVE,0.0360,0.2630,-0.0360,6.96,1.390e+00,-2.070e+00
K07882.01,,CANDIDATE,CANDIDATE,0.3770,0.0820,-0.3770,1.31,8.000e-02,-1.200e-01
K06753.01,,CANDIDATE,CANDIDATE,0.2405,0.2332,-0.2405,13.11,1.980e+00,-4.570e+00
K06754.01,,FALSE POSITIVE,FALSE POSITIVE,0.6640,0.0080,-0.0080,63.78,1.882e+01,-7.520e+00
K06755.01,,FALSE POSITIVE,FALSE POSITIVE,0.3540,,,1.01,3.000e-01,-1.100e-01
K06756.01,,FALSE POSITIVE,FALSE POSITIVE,0.4308,0.0832,-0.4308,1.38,5.100e-01,-1.300e-01
K06757.01,,FALSE POSITIVE,FALSE POSITIVE,0.5310,0.1870,-0.0600,47.63,1.397e+01,-4.370e+00
K06758.01,,FALSE POSITIVE,FALSE POSITIVE,0.8550,0.0400,-0.0320,40.61,4.940e+00,-4.030e+00
K06759.01,,CANDIDATE,CANDIDATE,,,,,,
K06760.01,,FALSE POSITIVE,FALSE POSITIVE,0.2190,0.0680,-0.0480,32.48,6.870e+00,-8.400e+00
K06886.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K06887.01,,FALSE POSITIVE,FALSE POSITIVE,0.3380,0.1300,-0.3380,0.77,1.700e-01,-1.100e-01
K06888.01,,FALSE POSITIVE,FALSE POSITIVE,0.3153,0.1412,-0.3153,0.84,3.700e-01,-9.000e-02
K06889.01,,CANDIDATE,CANDIDATE,0.0506,0.4031,-0.0506,0.63,2.300e-01,-1.200e-01
K06890.01,,CANDIDATE,CANDIDATE,0.2240,0.2500,-0.2240,0.72,1.000e-01,-7.000e-02
K06891.01,,FALSE POSITIVE,FALSE POSITIVE,0.3860,0.0030,-0.0010,48.72,1.020e+01,-3.420e+00
K06892.01,,CANDIDATE,CANDIDATE,0.8790,0.1050,-0.6140,1.87,2.900e-01,-3.500e-01
K06893.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0.1460,-0.0010,14.72,1.260e+00,-1.440e+00
K07017.01,,FALSE POSITIVE,FALSE POSITIVE,0.9300,0.0370,-0.0270,44.29,1.276e+01,-3.970e+00
K07018.01,,FALSE POSITIVE,FALSE POSITIVE,0.0030,0.0030,-0.0030,55.00,1.634e+01,-1.474e+01
